const,cast,cast_id,cover_url,genres,plot,rating,title,year
111161,"Tim Robbins, Morgan Freeman, Bob Gunton","['0000209', '0000151', '0348409', '0006669', '0000317', '0004743', '0001679', '0926235', '0218810', '0104594']","https://m.media-amazon.com/images/M/MV5BMDFkYTc0MGEtZmNhMC00ZDIzLWFmNTEtODM1ZmRlYWMwMWFmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SY150_CR0,0,101,150_.jpg",Drama,"Two imprisoned men bond over a number of years, finding solace and eventual redemption through acts of common decency.",9.3,The Shawshank Redemption,1994
468569,"Christian Bale, Heath Ledger, Aaron Eckhart","['0000288', '0005132', '0001173', '0000323', '0350454', '0000198', '0000151', '1010931', '0212939', '0614165']","https://m.media-amazon.com/images/M/MV5BMTMxNTMwODM0NF5BMl5BanBnXkFtZTcwODAyMTk2Mw@@._V1_SY150_CR0,0,101,150_.jpg","Action, Crime, Drama","When the menace known as the Joker emerges from his mysterious past, he wreaks havoc and chaos on the people of Gotham. The Dark Knight must accept one of the greatest psychological and physical tests of his ability to fight injustice.",9.0,The Dark Knight,2008
1375666,"Leonardo DiCaprio, Joseph Gordon-Levitt, Ellen Page","['0000138', '0330687', '0680983', '0362766', '0913822', '2438307', '0614165', '0000297', '0182839', '0000592']","https://m.media-amazon.com/images/M/MV5BMjAxMzY3NjcxNF5BMl5BanBnXkFtZTcwNTI5OTM0Mw@@._V1_SY150_CR0,0,101,150_.jpg","Action, Adventure, Sci-Fi",A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a CEO.,8.8,Inception,2010
137523,"Edward Norton, Brad Pitt, Meat Loaf","['0001570', '0000093', '0001533', '0340260', '0037118', '0028625', '0536574', '0094163', '0000307', '0127680']","https://m.media-amazon.com/images/M/MV5BMjJmYTNkNmItYjYyZC00MGUxLWJhNWMtZDY4Nzc1MDAwMzU5XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SY150_CR0,0,101,150_.jpg",Drama,"An insomniac office worker and a devil-may-care soapmaker form an underground fight club that evolves into something much, much more.",8.8,Fight Club,1999
110912,"Tim Roth, Amanda Plummer, Laura Lovelace","['0000619', '0001625', '0522503', '0000237', '0000168', '0482851', '0001844', '0824882', '0000246', '0000609']","https://m.media-amazon.com/images/M/MV5BNGNhMDIzZTUtNTBlZi00MTRlLWFjM2ItYzViMjE3YzI5MjljXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SY150_CR1,0,101,150_.jpg","Crime, Drama","The lives of two mob hitmen, a boxer, a gangster's wife, and a pair of diner bandits intertwine in four tales of violence and redemption.",8.9,Pulp Fiction,1994
109830,"Tom Hanks, Rebecca Williams, Sally Field","['0000158', '0931508', '0000398', '0402011', '0381041', '0446404', '0672225', '0709615', '0027402', '0602071']","https://m.media-amazon.com/images/M/MV5BNWIwODRlZTUtY2U3ZS00Yzg1LWJhNzYtMmZiYmEyNmU1NjMzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SY150_CR1,0,101,150_.jpg","Drama, Romance","The presidencies of Kennedy and Johnson, the events of Vietnam, Watergate, and other history unfold through the perspective of an Alabama man with an IQ of 75.",8.8,Forrest Gump,1994
120737,"Alan Howard, Noel Appleby, Sean Astin","['0397102', '0032370', '0000276', '1019674', '0000293', '0000949', '0089217', '0101710', '0190744', '1104283']","https://m.media-amazon.com/images/M/MV5BN2EyZjM3NzUtNWUzMi00MTgxLWI0NTctMzY4M2VlOTdjZWRiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SY150_CR0,0,101,150_.jpg","Adventure, Drama, Fantasy",A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,8.8,The Lord of the Rings: The Fellowship of the Ring,2001
133093,"Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss","['0000206', '0000401', '0005251', '0915989', '0287825', '0001592', '0159059', '0032810', '0233391', '0565883']","https://m.media-amazon.com/images/M/MV5BNzQzOTk3OTAtNDQ0Zi00ZTVkLWI0MTEtMDllZjNkYzNjNTc4L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX101_CR0,0,101,150_.jpg","Action, Sci-Fi",A computer hacker learns from mysterious rebels about the true nature of his reality and his role in the war against its controllers.,8.7,The Matrix,1999
167260,"Noel Appleby, Ali Astin, Sean Astin","['0032370', '0040012', '0000276', '0040058', '0045324', '0000293', '0000949', '0089217', '0101710', '1480092']","https://m.media-amazon.com/images/M/MV5BNzA5ZDNlZWMtM2NhNS00NDJjLTk4NDItYTRmY2EwMWZlMTY3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SY150_CR0,0,101,150_.jpg","Adventure, Drama, Fantasy",Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.,8.9,The Lord of the Rings: The Return of the King,2003
68646,"Marlon Brando, Al Pacino, James Caan","['0000008', '0000199', '0001001', '0144710', '0000380', '0001330', '0549134', '0002017', '0504803', '0000473']","https://m.media-amazon.com/images/M/MV5BM2MyNjYxNmUtYTAwNi00MTYxLWJmNWYtYzZlODY3ZTk3OTFlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SY150_CR2,0,101,150_.jpg","Crime, Drama",The aging patriarch of an organized crime dynasty transfers control of his clandestine empire to his reluctant son.,9.2,The Godfather,1972
1345836,"Christian Bale, Gary Oldman, Tom Hardy","['0000288', '0000198', '0362766', '0330687', '0004266', '0182839', '0000151', '0000323', '0000546', '0009530']","https://m.media-amazon.com/images/M/MV5BMTk4ODQzNDY3Ml5BMl5BanBnXkFtZTcwODA0NTM4Nw@@._V1_SY150_CR0,0,101,150_.jpg","Action, Thriller","Eight years after the Joker's reign of anarchy, Batman, with the help of the enigmatic Catwoman, is forced from his exile to save Gotham City, now on the edge of total annihilation, from the brutal guerrilla terrorist Bane.",8.4,The Dark Knight Rises,2012
167261,"Bruce Allpress, Sean Astin, John Bach","['0021600', '0000276', '0045324', '1019674', '0000949', '0089217', '0101710', '0112400', '1275186', '0000374']","https://m.media-amazon.com/images/M/MV5BNGE5MzIyNTAtNWFlMC00NDA2LWJiMjItMjc4Yjg1OWM5NzhhXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SY150_CR1,0,101,150_.jpg","Adventure, Drama, Fantasy","While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard.",8.7,The Lord of the Rings: The Two Towers,2002
816692,"Ellen Burstyn, Matthew McConaughey, Mackenzie Foy","['0000995', '0000190', '3237775', '0001475', '3154303', '0654648', '2180792', '0565133', '0410347', '0004266']","https://m.media-amazon.com/images/M/MV5BZjdkOTU3MDktN2IxOS00OGEyLWFmMjktY2FiMmZkNWIyODZiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SY150_CR0,0,101,150_.jpg","Adventure, Drama, Sci-Fi",A team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival.,8.6,Interstellar,2014
114369,"Morgan Freeman, Andrew Kevin Walker, Daniel Zacapa","['0000151', '0001825', '0669254', '0000093', '0000569', '0144307', '0532943', '0188598', '0146146', '0000388']","https://m.media-amazon.com/images/M/MV5BOTUwODM5MTctZjczMi00OTk4LTg3NWUtNmVhMTAzNTNjYjcyXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX101_CR0,0,101,150_.jpg","Crime, Drama, Mystery","Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives.",8.6,Se7en,1995
172495,"Russell Crowe, Joaquin Phoenix, Connie Nielsen","['0000128', '0001618', '0001567', '0001657', '0001321', '0001394', '0005023', '0774516', '0795344', '0032962']","https://m.media-amazon.com/images/M/MV5BMDliMmNhNDEtODUyOS00MjNlLTgxODEtN2U3NzIxMGVkZTA1L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SY150_CR0,0,101,150_.jpg","Action, Adventure, Drama",A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,8.5,Gladiator,2000
1853728,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio","['0004937', '0910607', '0000138', '0913488', '0000168', '0324658', '0160550', '0001664', '0824741', '4158239']","https://m.media-amazon.com/images/M/MV5BMjIyNTQ5NjQ1OV5BMl5BanBnXkFtZTcwODg1MDU4OA@@._V1_SY150_CR0,0,101,150_.jpg","Drama, Western","With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",8.4,Django Unchained,2012
372784,"Christian Bale, Michael Caine, Liam Neeson","['0000288', '0000323', '0000553', '0005017', '0000198', '0614165', '0929489', '0000442', '0913822', '0095478']","https://m.media-amazon.com/images/M/MV5BZmUwNGU2ZmItMmRiNC00MjhlLTg5YWUtODMyNzkxODYzMmZlXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SY150_CR6,0,101,150_.jpg","Action, Adventure, Thriller","After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from corruption.",8.2,Batman Begins,2005
848228,"Robert Downey Jr., Chris Evans, Mark Ruffalo","['0000375', '0262635', '0749263', '1165110', '0424060', '0719637', '1089991', '0163988', '1130627', '0001745']","https://m.media-amazon.com/images/M/MV5BNDYxNjQyMjAtNTdiOS00NGYwLWFmNTAtNThmYjU5ZGI2YTI1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SY150_CR0,0,101,150_.jpg","Action, Adventure, Sci-Fi",Earth's mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity.,8.1,The Avengers,2012
102926,"Jodie Foster, Lawrence A. Bonney, Kasi Lemmons","['0000149', '0095029', '0501435', '0942145', '0001277', '0372217', '0265670', '0110667', '0780557', '0748785']","https://m.media-amazon.com/images/M/MV5BNjNhZTk0ZmEtNjJhMi00YzFlLWE1MmEtYzM1M2ZmMGMwMTU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SY150_CR0,0,101,150_.jpg","Crime, Drama, Thriller","A young FBI cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.",8.6,The Silence of the Lambs,1991
76759,"Mark Hamill, Harrison Ford, Carrie Fisher","['0000434', '0000148', '0000402', '0001088', '0000027', '0000355', '0048652', '0562679', '0001190', '0114436']","https://m.media-amazon.com/images/M/MV5BNzVlY2MwMjktM2E4OS00Y2Y3LWE3ZjctYzhkZGM3YzA1ZWM2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX101_CR0,0,101,150_.jpg","Action, Adventure, Fantasy","Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth Vader.",8.6,Star Wars: Episode IV - A New Hope,1977
361748,"Brad Pitt, Mélanie Laurent, Christoph Waltz","['0000093', '0491259', '0910607', '0744834', '1055413', '1208167', '0117709', '0001709', '0121972', '1784515']","https://m.media-amazon.com/images/M/MV5BOTJiNDEzOWYtMTVjOC00ZjlmLWE0NGMtZmE1OWVmZDQ2OWJhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SY150_CR0,0,101,150_.jpg","Adventure, Drama, War","In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.",8.3,Inglourious Basterds,2009
120815,"Tom Hanks, Tom Sizemore, Edward Burns","['0000158', '0001744', '0122653', '0001608', '0004965', '0004874', '0000610', '0001111', '0000354', '0001101']","https://m.media-amazon.com/images/M/MV5BZjhkMDM4MWItZTVjOC00ZDRhLThmYTAtM2I5NzBmNmNlMzI1XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_SY150_CR0,0,101,150_.jpg","Drama, War","Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action.",8.6,Saving Private Ryan,1998
108052,"Liam Neeson, Ben Kingsley, Ralph Fiennes","['0000553', '0001426', '0000146', '0328751', '0755974', '0001110', '0311343', '0506616', '0411980', '0534151']","https://m.media-amazon.com/images/M/MV5BNDE4OTMxMTctNmRhYy00NWE2LTg3YzItYTk3M2UwOTU5Njg4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX101_CR0,0,101,150_.jpg","Biography, Drama, History","In German-occupied Poland during World War II, industrialist Oskar Schindler gradually becomes concerned for his Jewish workforce after witnessing their persecution by the Nazis.",8.9,Schindler's List,1993
407887,"Leonardo DiCaprio, Matt Damon, Jack Nicholson","['0000138', '0000354', '0000197', '0000242', '0000640', '0935653', '0267812', '0026364', '0000285', '0180984']","https://m.media-amazon.com/images/M/MV5BMTI1MTY2OTIxNV5BMl5BanBnXkFtZTYwNjQ4NjY3._V1_SY150_CR0,0,101,150_.jpg","Crime, Drama, Thriller",An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.,8.5,The Departed,2006
482571,"Hugh Jackman, Christian Bale, Michael Caine","['0413168', '0000288', '0000323', '0005305', '0356017', '0424060', '2195817', '0000309', '0785227', '0204425']","https://m.media-amazon.com/images/M/MV5BMjA4NDI0MTIxNF5BMl5BanBnXkFtZTYwNTM0MzY2._V1_SY150_CR0,0,101,150_.jpg","Drama, Mystery, Sci-Fi","After a tragic accident, two stage magicians engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other.",8.5,The Prestige,2006
80684,"Mark Hamill, Harrison Ford, Carrie Fisher","['0000434', '0000148', '0000402', '0001850', '0000355', '0001190', '0562679', '0048652', '0000568', '0000027']","https://m.media-amazon.com/images/M/MV5BYmU1NDRjNDgtMzhiMi00NjZmLTg5NGItZDNiZjU5NTU4OTE0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX101_CR0,0,101,150_.jpg","Action, Adventure, Fantasy","After the Rebels are brutally overpowered by the Empire on the ice planet Hoth, Luke Skywalker begins Jedi training with Yoda, while his friends are pursued by Darth Vader.",8.8,Star Wars: Episode V - The Empire Strikes Back,1980
499549,"Sam Worthington, Zoe Saldana, Sigourney Weaver","['0941777', '0757855', '0000244', '0002332', '0735442', '0000610', '0601376', '0001634', '0836071', '0022306']","https://m.media-amazon.com/images/M/MV5BMTYwOTEwNjAzMl5BMl5BanBnXkFtZTcwODc5MTUwMw@@._V1_SY150_CR0,0,101,150_.jpg","Action, Adventure, Fantasy",A paraplegic marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.,7.8,Avatar,2009
209144,"Guy Pearce, Carrie-Anne Moss, Joe Pantoliano","['0001602', '0005251', '0001592', '0095478', '0270383', '0289080', '0864997', '0364748', '0502073', '0719678']","https://m.media-amazon.com/images/M/MV5BZTcyNjk1MjgtOWI3Mi00YzQwLWI5MTktMzY4ZmI2NDAyNzYzXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SY150_CR0,0,101,150_.jpg","Mystery, Thriller",A man with short-term memory loss attempts to track down his wife's murderer.,8.5,Memento,2000
993846,"Leonardo DiCaprio, Jonah Hill, Margot Robbie","['0000138', '1706767', '3053338', '0000190', '0151419', '0001661', '1256532', '0269463', '0241121', '0525921']","https://m.media-amazon.com/images/M/MV5BMjIxMjgxNTk0MF5BMl5BanBnXkFtZTgwNjIyOTg2MDE@._V1_SY150_CR0,0,101,150_.jpg","Biography, Crime, Drama","Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.",8.2,The Wolf of Wall Street,2013
120689,"Tom Hanks, David Morse, Bonnie Hunt","['0000158', '0001556', '0001372', '0003817', '0000342', '0005052', '0001295', '0006535', '0005377', '0001608']","https://m.media-amazon.com/images/M/MV5BMTUxMzQyNjA5MF5BMl5BanBnXkFtZTYwOTU2NTY3._V1_SY150_CR0,0,101,150_.jpg","Crime, Drama, Fantasy","The lives of guards on Death Row are affected by one of their charges: a black man accused of child murder and rape, yet who has a mysterious gift.",8.6,The Green Mile,1999
1130884,"Leonardo DiCaprio, Mark Ruffalo, Ben Kingsley","['0000138', '0749263', '0001426', '0001884', '0931329', '0607865', '0165101', '0355097', '0505971', '0002253']","https://m.media-amazon.com/images/M/MV5BYzhiNDkyNzktNTZmYS00ZTBkLTk2MDAtM2U0YjU1MzgxZjgzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SY150_CR0,0,101,150_.jpg","Mystery, Thriller","In 1954, a U.S. Marshal investigates the disappearance of a murderer, who escaped from a hospital for the criminally insane.",8.1,Shutter Island,2010
71562,"Al Pacino, Robert Duvall, Diane Keaton","['0000199', '0000380', '0000473', '0000134', '0001030', '0001735', '0833448', '0311155', '0819525', '0109175']","https://m.media-amazon.com/images/M/MV5BMWMwMGQzZTItY2JlNC00OWZiLWIyMDctNDk2ZDQ2YjRjMWQ0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SY150_CR2,0,101,150_.jpg","Crime, Drama","The early life and career of Vito Corleone in 1920s New York City is portrayed, while his son, Michael, expands and tightens his grip on the family crime syndicate.",9.0,The Godfather: Part II,1974
169547,"Kevin Spacey, Annette Bening, Thora Birch","['0000228', '0000906', '0000301', '0004747', '0002546', '0001251', '0005049', '0177933', '0000836', '0730168']","https://m.media-amazon.com/images/M/MV5BNTBmZWJkNjctNDhiNC00MGE2LWEwOTctZTk5OGVhMWMyNmVhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SY150_CR0,0,101,150_.jpg",Drama,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,8.4,American Beauty,1999
325980,"Johnny Depp, Geoffrey Rush, Orlando Bloom","['0000136', '0001691', '0089217', '0461136', '0202603', '0000596', '0034305', '0188871', '1400933', '1099016']","https://m.media-amazon.com/images/M/MV5BNGYyZGM5MGMtYTY2Ni00M2Y1LWIzNjQtYWUzM2VlNGVhMDNhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX101_CR0,0,101,150_.jpg","Action, Adventure, Fantasy","Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save his love, the governor's daughter, from Jack's former pirate allies, who are now undead.",8.0,Pirates of the Caribbean: The Curse of the Black Pearl,2003
120338,"Leonardo DiCaprio, Kate Winslet, Billy Zane","['0000138', '0000701', '0000708', '0000870', '0004920', '0001784', '0000200', '0384060', '0001831', '0001255']","https://m.media-amazon.com/images/M/MV5BMDdmZGU3NDQtY2E5My00ZTliLWIzOTUtMTY4ZGI1YjdiNjk3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX101_CR0,0,101,150_.jpg","Drama, Romance","A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic.",7.8,Titanic,1997
434409,"Natalie Portman, Hugo Weaving, Stephen Rea","['0000204', '0915989', '0001653', '0000410', '0000457', '0683116', '0001291', '0019885', '0587060', '0193661']","https://m.media-amazon.com/images/M/MV5BYzllMjJkODAtYjMwMi00YmNhLWFhYzAtZjZjODg5YzEwOGUwXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SY150_CR0,0,101,150_.jpg","Action, Drama, Sci-Fi","In a future British tyranny, a shadowy freedom fighter, known only by the alias of ""V"", plots to overthrow it with the help of a young woman.",8.2,V for Vendetta,2005
120586,"Edward Norton, Edward Furlong, Beverly D'Angelo","['0001570', '0000411', '0000350', '0000497', '0839486', '0000103', '0000984', '0001285', '0005078', '0750916']","https://m.media-amazon.com/images/M/MV5BZjA0MTM4MTQtNzY5MC00NzY3LWI1ZTgtYzcxMjkyMzU4MDZiXkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_SY150_CR0,0,101,150_.jpg",Drama,A former neo-nazi skinhead tries to prevent his younger brother from going down the same wrong path that he did.,8.5,American History X,1998
2015381,"Chris Pratt, Zoe Saldana, Dave Bautista","['0695435', '0757855', '1176985', '0004874', '0177896', '1195855', '0740264', '2394794', '0005023', '0000604']","https://m.media-amazon.com/images/M/MV5BMTAwMjU5OTgxNjZeQTJeQWpwZ15BbWU4MDUxNDYxODEx._V1_SY150_CR0,0,101,150_.jpg","Action, Adventure, Comedy",A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.,8.1,Guardians of the Galaxy,2014
88763,"Michael J. Fox, Christopher Lloyd, Lea Thompson","['0000150', '0000502', '0000670', '0000417', '0001855', '0920148', '0566013', '0818274', '0225191', '0564589']","https://m.media-amazon.com/images/M/MV5BZmU0M2Y1OGUtZjIxNi00ZjBkLTg1MjgtOWIyNThiZWIwYjRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX101_CR0,0,101,150_.jpg","Adventure, Comedy, Sci-Fi","Marty McFly, a 17-year-old high school student, is accidentally sent thirty years into the past in a time-traveling DeLorean invented by his close friend, the maverick scientist Doc Brown.",8.5,Back to the Future,1985
110413,"Jean Reno, Gary Oldman, Natalie Portman","['0000606', '0000198', '0000204', '0000732', '0032216', '0089112', '0187199', '0321798', '0779685', '0045937']","https://m.media-amazon.com/images/M/MV5BZDAwYTlhMDEtNTg0OS00NDY2LWJjOWItNWY3YTZkM2UxYzUzXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SY150_CR3,0,101,150_.jpg","Action, Crime, Drama","Mathilda, a 12-year-old girl, is reluctantly taken in by Léon, a professional assassin, after her family is murdered. Léon and Mathilda form an unusual relationship, as she becomes his protégée and learns the assassin's trade.",8.6,Léon: The Professional,1994
114814,"Stephen Baldwin, Gabriel Byrne, Benicio Del Toro","['0000286', '0000321', '0001125', '0001629', '0000228', '0001590', '0000592', '0000751', '0002064', '0000445']","https://m.media-amazon.com/images/M/MV5BYTViNjMyNmUtNDFkNC00ZDRlLThmMDUtZDU2YWE4NGI2ZjVmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX101_CR0,0,101,150_.jpg","Crime, Mystery, Thriller","A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which began when five criminals met at a seemingly random police lineup.",8.6,The Usual Suspects,1995
103064,"Arnold Schwarzenegger, Linda Hamilton, Edward Furlong","['0000216', '0000157', '0000411', '0001598', '0091286', '0608012', '0580924', '0346003', '0177528', '0001280']","https://m.media-amazon.com/images/M/MV5BMGU2NzRmZjUtOGUxYS00ZjdjLWEwZWItY2NlM2JhNjkxNTFmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX101_CR0,0,101,150_.jpg","Action, Sci-Fi","A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her teenage son, John Connor, from a more advanced and powerful cyborg.",8.5,Terminator 2: Judgment Day,1991
266697,"Uma Thurman, Lucy Liu, Vivica A. Fox","['0000235', '0005154', '0000407', '0000435', '0001016', '0000514', '0237838', '0475752', '0002002', '0514904']","https://m.media-amazon.com/images/M/MV5BNzM3NDFhYTAtYmU5Mi00NGRmLTljYjgtMDkyODQ4MjNkMGY2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX101_CR0,0,101,150_.jpg","Action, Crime, Thriller","After awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.",8.1,Kill Bill: Vol. 1,2003
910970,"Ben Burtt, Elissa Knight, Jeff Garlin","['0123785', '2264184', '0307531', '0929609', '3050831', '0001652', '0001562', '0000244', '0628599', '0074036']","https://m.media-amazon.com/images/M/MV5BMjExMTg5OTU0NF5BMl5BanBnXkFtZTcwMjMxMzMzMw@@._V1_SY150_CR0,0,101,150_.jpg","Animation, Adventure, Family","In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.",8.4,WALL·E,2008
99685,"Robert De Niro, Ray Liotta, Joe Pesci","['0000134', '0000501', '0000582', '0000966', '0000649', '0803370', '0201700', '0823563', '0898634', '0522797']","https://m.media-amazon.com/images/M/MV5BY2NkZjEzMDgtN2RjYy00YzM1LWI4ZmQtMjIwYjFjNmI3ZGEwXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX101_CR0,0,101,150_.jpg","Biography, Crime, Drama","The story of Henry Hill and his life in the mob, covering his relationship with his wife Karen Hill and his mob partners Jimmy Conway and Tommy DeVito in the Italian-American crime syndicate.",8.7,Goodfellas,1990
112573,"James Robinson, Sean Lawlor, Sandy Nelson","['0732703', '0492566', '0625729', '0181920', '0569336', '0848100', '0918571', '0828941', '0722661', '0130860']","https://m.media-amazon.com/images/M/MV5BMzkzMmU0YTYtOWM3My00YzBmLWI0YzctOGYyNTkwMWE5MTJkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SY150_CR0,0,101,150_.jpg","Biography, Drama, History","When his secret bride is executed for assaulting an English soldier who tried to rape her, William Wallace begins a revolt against King Edward I of England.",8.4,Braveheart,1995
266543,"Albert Brooks, Ellen DeGeneres, Alexander Gould","['0000983', '0001122', '1071252', '0000353', '0004951', '0005049', '0671721', '0740535', '0507852', '0710020']","https://m.media-amazon.com/images/M/MV5BZjMxYzBiNjUtZDliNC00MDAyLTg3N2QtOWNjNmNhZGQzNDg5XkEyXkFqcGdeQXVyNjE2MjQwNjc@._V1_SY150_CR1,0,101,150_.jpg","Animation, Adventure, Comedy","After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.",8.1,Finding Nemo,2003
86190,"Mark Hamill, Harrison Ford, Carrie Fisher","['0000434', '0000148', '0000402', '0001850', '0000355', '0562679', '0789970', '0001519', '0000568', '0000469']","https://m.media-amazon.com/images/M/MV5BOWZlMjFiYzgtMTUzNC00Y2IzLTk1NTMtZmNhMTczNTk0ODk1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX101_CR0,0,101,150_.jpg","Action, Adventure, Fantasy","After a daring mission to rescue Han Solo from Jabba the Hutt, the rebels dispatch to Endor to destroy a more powerful Death Star. Meanwhile, Luke struggles to help Darth Vader back from the dark side without falling into the Emperor's trap.",8.3,Star Wars: Episode VI - Return of the Jedi,1983
371746,"Robert Downey Jr., Terrence Howard, Jeff Bridges","['0000375', '0005024', '0000313', '0000569', '0004753', '0869467', '0846687', '0163988', '0810488', '0046223']","https://m.media-amazon.com/images/M/MV5BMTczNTI2ODUwOF5BMl5BanBnXkFtZTcwMTU0NTIzMw@@._V1_SY150_CR0,0,101,150_.jpg","Action, Adventure, Sci-Fi","After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",7.9,Iron Man,2008
167404,"Bruce Willis, Haley Joel Osment, Toni Collette","['0000246', '0005286', '0001057', '0931404', '0605080', '0005531', '0848534', '1005688', '0635769', '0280245']","https://m.media-amazon.com/images/M/MV5BMWM4NTFhYjctNzUyNi00NGMwLTk3NTYtMDIyNTZmMzRlYmQyXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SY150_CR0,0,101,150_.jpg","Drama, Mystery, Thriller",A boy who communicates with spirits seeks the help of a disheartened child psychologist.,8.1,The Sixth Sense,1999
1049413,"Edward Asner, Christopher Plummer, Jordan Nagai","['0000799', '0001626', '2973712', '0677037', '0005148', '0710019', '0001652', '0443286', '3423667', '3422941']","https://m.media-amazon.com/images/M/MV5BMTk3NDE2NzI4NF5BMl5BanBnXkFtZTgwNzE1MzEyMTE@._V1_SX101_CR0,0,101,150_.jpg","Animation, Adventure, Comedy","Seventy-eight year old Carl Fredricksen travels to Paradise Falls in his home equipped with balloons, inadvertently taking a young stowaway.",8.3,Up,2009
